 job_id |                                                  tool_id                                                  |  state  | total_filesize | num_files | runtime_seconds |   slots    |     memory_bytes     |        create_time         
    628 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:43:12.500684
    632 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:43:42.399623
    634 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:44:00.116199
    638 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:44:39.55612
    640 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:44:54.193078
    641 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:45:17.131106
    643 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:45:45.905018
    656 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:47:21.8574
    659 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:47:56.574817
    668 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:49:26.173754
    672 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:07.028967
    675 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:28.430543
    677 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:49.320264
    629 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:43:22.749295
    646 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:46:01.980105
    650 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:46:23.691231
    652 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:46:35.063742
    658 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:47:38.941359
    663 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:48:42.092319
    664 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:48:58.013835
    666 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:49:13.763853
    673 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:12.960612
    674 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:17.368784
    676 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:39.181726
    678 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:50:57.203488
    680 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:51:21.082683
    654 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:46:49.16568
    670 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:49:46.180918
    697 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:53:20.366823
    702 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:53:57.745012
    708 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:30.204147
    717 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:23.205336
    719 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:35.004692
    721 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:46.796014
    723 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:00.932341
    729 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:43.013731
    746 | __DATA_FETCH__                                                                                            | ok      |                |           |       5.0000000 |  1.0000000 |                      | 2022-05-09 09:58:51.03079
    748 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:05.258304
    750 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:20.716135
    671 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:49:59.249329
    681 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:51:29.730775
    685 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:51:51.070557
    688 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:52:11.445243
    690 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:52:30.460914
    692 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:52:42.578202
    699 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:53:38.590149
    701 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:53:51.841137
    705 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:15.047156
    707 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:23.445175
    709 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:39.413547
    720 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:41.786522
    724 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:06.042775
    683 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:51:39.843037
    687 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:52:04.376438
    695 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:53:01.420634
    696 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:53:08.390373
    703 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:05.01352
    710 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:46.384161
    712 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:58.664427
    714 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:08.599909
    716 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:18.060223
    718 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:27.500448
    722 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:52.838198
    726 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:20.386359
    730 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:51.614708
    686 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:51:57.80314
    689 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:52:22.30253
    691 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:52:36.143287
    693 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:52:48.520548
    694 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:52:54.557717
    698 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:53:29.377737
    700 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:53:44.941314
    704 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:09.106626
    706 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:19.245737
    711 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:54:51.90908
    713 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:02.864926
    715 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:55:12.797338
    725 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:13.319376
    727 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:29.04215
    732 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:57:06.667006
    739 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:02.068947
    743 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:29.914348
    752 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:43.076367
    756 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:00:10.892869
    758 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:00:29.320685
    762 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 11:31:32.043236
    969 | basic_illumination                                                                                        | ok      |              0 |         1 |      36.0000000 |  8.0000000 |                      | 2022-05-09 12:22:13.909674
    728 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:37.074476
    731 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:56:59.40328
    734 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:57:24.616431
    735 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:57:33.610509
    737 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:57:50.904131
    738 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:57:56.130732
    744 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:37.09717
    745 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:43.734973
    747 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:58.083282
    753 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:50.413708
    757 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:00:20.015299
    733 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:57:17.296725
    736 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:57:41.879876
    742 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:22.449098
    754 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:56.554975
    760 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:00:47.555885
    740 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-05-09 09:58:07.2907
    741 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:58:14.355674
    749 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:13.649179
    751 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 09:59:34.332748
    755 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:00:04.951289
    759 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:00:37.7192
    761 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-05-09 10:52:48.047563
    790 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481616
    802 | basic_illumination                                                                                        | ok      |       15413979 |         1 |      50.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48167
    792 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481625
    785 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481593
    772 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481535
    795 | basic_illumination                                                                                        | ok      |              0 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481638
    764 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481498
    775 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481548
    782 | basic_illumination                                                                                        | ok      |              0 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48158
    823 | basic_illumination                                                                                        | ok      |       14149156 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481783
    774 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481544
    769 | basic_illumination                                                                                        | ok      |              0 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481521
    798 | basic_illumination                                                                                        | ok      |            156 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481652
    799 | basic_illumination                                                                                        | ok      |       14958821 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481657
    773 | basic_illumination                                                                                        | ok      |              0 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481539
    778 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481562
    771 | basic_illumination                                                                                        | ok      |              0 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48153
    770 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481526
    766 | basic_illumination                                                                                        | ok      |              0 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481508
    781 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481575
    837 | basic_illumination                                                                                        | ok      |       14300899 |         1 |      44.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481849
    854 | basic_illumination                                                                                        | ok      |       14123573 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481924
    894 | basic_illumination                                                                                        | ok      |       14088028 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482102
    777 | basic_illumination                                                                                        | ok      |              0 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481557
    833 | basic_illumination                                                                                        | ok      |       18071096 |         1 |      43.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481831
    838 | basic_illumination                                                                                        | ok      |       14354123 |         1 |      47.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481853
    851 | basic_illumination                                                                                        | ok      |       15026458 |         1 |      40.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481911
    779 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481566
    763 | basic_illumination                                                                                        | ok      |              0 |         1 |      47.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481489
    768 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481517
    840 | basic_illumination                                                                                        | ok      |       14235556 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481862
    906 | basic_illumination                                                                                        | ok      |       33804885 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482154
    776 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481553
    844 | basic_illumination                                                                                        | ok      |       14403909 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48188
    839 | basic_illumination                                                                                        | ok      |       14213805 |         1 |      52.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481858
    845 | basic_illumination                                                                                        | ok      |       14430591 |         1 |      36.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481884
    784 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481589
    786 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481598
    791 | basic_illumination                                                                                        | ok      |              0 |         1 |      55.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48162
    873 | basic_illumination                                                                                        | ok      |       13652367 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482009
    789 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481611
    808 | basic_illumination                                                                                        | ok      |       24891099 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481698
    803 | basic_illumination                                                                                        | ok      |       14356552 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481675
    864 | basic_illumination                                                                                        | ok      |       15029402 |         1 |      41.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481968
    794 | basic_illumination                                                                                        | ok      |              0 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481633
    880 | basic_illumination                                                                                        | ok      |       33418417 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48204
    883 | basic_illumination                                                                                        | ok      |       16997555 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482053
    916 | basic_illumination                                                                                        | ok      |       24228913 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482199
    807 | basic_illumination                                                                                        | ok      |       20538943 |         1 |      53.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481694
    812 | basic_illumination                                                                                        | ok      |       14316887 |         1 |      50.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481716
    815 | basic_illumination                                                                                        | ok      |       14248880 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481729
    893 | basic_illumination                                                                                        | ok      |       13704255 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482097
    796 | basic_illumination                                                                                        | ok      |              0 |         1 |      46.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481643
    801 | basic_illumination                                                                                        | ok      |       20674302 |         1 |      50.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481666
    800 | basic_illumination                                                                                        | ok      |       15838035 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481661
    888 | basic_illumination                                                                                        | ok      |       19699776 |         1 |      43.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482075
    787 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481602
    810 | basic_illumination                                                                                        | ok      |       14763997 |         1 |      50.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481707
    817 | basic_illumination                                                                                        | ok      |       15019767 |         1 |      43.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481738
    879 | basic_illumination                                                                                        | ok      |       31637576 |         1 |      44.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482036
    918 | basic_illumination                                                                                        | ok      |       30588679 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482208
    809 | basic_illumination                                                                                        | ok      |       16423222 |         1 |      50.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481702
    814 | basic_illumination                                                                                        | ok      |       14549070 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481725
    816 | basic_illumination                                                                                        | ok      |       14287008 |         1 |      48.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481734
    950 | basic_illumination                                                                                        | ok      |       33647154 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482353
    780 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481571
    813 | basic_illumination                                                                                        | ok      |       14496024 |         1 |      47.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48172
    920 | basic_illumination                                                                                        | ok      |       14715211 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482216
    926 | basic_illumination                                                                                        | ok      |       13892344 |         1 |      36.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482243
    783 | basic_illumination                                                                                        | ok      |              0 |         1 |      49.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481585
    797 | basic_illumination                                                                                        | ok      |            111 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481647
    824 | basic_illumination                                                                                        | ok      |       13821932 |         1 |      44.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48179
    818 | basic_illumination                                                                                        | ok      |       16616151 |         1 |      43.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481743
    962 | basic_illumination                                                                                        | ok      |       15395398 |         1 |      33.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482406
    804 | basic_illumination                                                                                        | ok      |       14454993 |         1 |      45.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.48168
    821 | basic_illumination                                                                                        | ok      |       14527481 |         1 |      44.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481756
    825 | basic_illumination                                                                                        | ok      |       15491430 |         1 |      51.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481795
    828 | basic_illumination                                                                                        | ok      |       14848424 |         1 |      54.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481808
    957 | basic_illumination                                                                                        | ok      |       13748926 |         1 |      38.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.482384
    806 | basic_illumination                                                                                        | ok      |       14771743 |         1 |      52.0000000 |  8.0000000 |                      | 2022-05-09 11:33:18.481689
