 job_id |                                                  tool_id                                                  |  state  | total_filesize | num_files | runtime_seconds |   slots    |     memory_bytes     |        create_time         
--------+-----------------------------------------------------------------------------------------------------------+---------+----------------+-----------+-----------------+------------+----------------------+----------------------------
      5 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 22:07:34.795825
      6 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 22:10:52.769725
      1 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 20:30:27.978273
     18 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-03-15 21:01:57.315313
    119 | unmicst                                                                                                   | deleted |                |         0 |                 |            |                      | 2022-04-05 17:08:10.227289
    121 | quantification                                                                                            | deleted |            396 |         4 |                 |            |                      | 2022-04-05 17:08:10.407494
    124 | vitessce_spatial                                                                                          | deleted |              0 |         2 |                 |            |                      | 2022-04-05 17:08:10.648567
    128 | ashlar                                                                                                    | paused  |      288392676 |        10 |                 |            |                      | 2022-04-05 17:16:43.713118
    132 | scimap_mcmicro_to_anndata                                                                                 | paused  |       22119019 |         1 |                 |            |                      | 2022-04-05 17:16:43.992862
    134 | vitessce_spatial                                                                                          | paused  |       59985120 |         3 |                 |            |                      | 2022-04-05 17:16:44.134947
    151 | scimap_mcmicro_to_anndata                                                                                 | ok      |      332995773 |         1 |       3.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.924925
    176 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:21.212442
      2 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 21:38:22.852553
      4 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 21:56:48.452118
      7 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 22:46:01.232783
      3 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 21:51:00.615984
     31 | basic_illumination                                                                                        | ok      |       66638794 |         1 |      47.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.189842
      8 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 22:54:54.172197
      9 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 23:08:08.992803
     22 | ashlar                                                                                                    | ok      |      332630714 |        10 |      44.0000000 |  1.0000000 |                      | 2022-03-15 22:03:54.001782
     23 | unmicst                                                                                                   | error   |      427856905 |         1 |       3.0000000 |  1.0000000 |                      | 2022-03-15 22:07:55.844764
    106 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 21:33:33.736082
    179 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:21.564557
     10 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-14 23:21:11.553519
     11 | ludwig_render_config                                                                                      | error   |                |           |                 |            |                      | 2022-03-15 00:00:20.842326
     12 | ludwig_render_config                                                                                      | ok      |                |           |       5.0000000 |  1.0000000 |                      | 2022-03-15 00:38:28.71095
     13 | ludwig_render_config                                                                                      | ok      |                |           |       4.0000000 |  1.0000000 |                      | 2022-03-15 18:27:13.257447
     14 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-03-15 20:55:08.583974
     15 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-03-15 20:56:41.79853
     16 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-03-15 20:58:14.875121
     17 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-03-15 20:59:50.414163
    120 | s3segmenter                                                                                               | deleted |              0 |         1 |                 |            |                      | 2022-04-05 17:08:10.309168
    122 | scimap_mcmicro_to_anndata                                                                                 | deleted |              0 |         1 |                 |            |                      | 2022-04-05 17:08:10.491982
    130 | s3segmenter                                                                                               | paused  |       44238038 |         2 |                 |            |                      | 2022-04-05 17:16:43.841056
     21 | basic_illumination                                                                                        | ok      |       66638603 |         1 |      47.0000000 |  1.0000000 |                      | 2022-03-15 21:58:55.925643
     20 | basic_illumination                                                                                        | ok      |       66638794 |         1 |      49.0000000 |  1.0000000 |                      | 2022-03-15 21:58:55.925639
     19 | basic_illumination                                                                                        | ok      |       66638807 |         1 |      55.0000000 |  1.0000000 |                      | 2022-03-15 21:58:55.925631
     24 | upload1                                                                                                   | ok      |                |           |      27.0000000 |  1.0000000 |                      | 2022-03-15 22:11:04.275384
     25 | vitessce_spatial                                                                                          | ok      |     2944553756 |         1 |       4.0000000 |  1.0000000 |                      | 2022-03-15 22:39:34.085849
     27 | s3segmenter                                                                                               | ok      |      451477523 |         2 |      56.0000000 |  1.0000000 |                      | 2022-03-15 22:53:53.34858
     40 | upload1                                                                                                   | ok      |                |           |     108.0000000 |  1.0000000 |                      | 2022-03-18 04:33:31.687752
     89 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 17:50:42.367851
    100 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 20:28:31.73269
    107 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 21:42:59.176197
    190 | upload1                                                                                                   | ok      |                |           |       5.0000000 |  1.0000000 |                      | 2022-04-05 21:22:44.030185
     26 | unmicst                                                                                                   | ok      |      427856905 |         1 |     187.0000000 |  1.0000000 |                      | 2022-03-15 22:43:22.651643
     35 | s3segmenter                                                                                               | ok      |      451477523 |         2 |      61.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.517049
     41 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-03-18 04:33:32.155806
     42 | upload1                                                                                                   | ok      |                |           |      10.0000000 |  1.0000000 |                      | 2022-03-18 04:36:47.040383
     90 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 17:57:52.685888
    101 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 20:31:22.202933
    192 | upload1                                                                                                   | ok      |                |           |       8.0000000 |  1.0000000 |                      | 2022-04-06 17:22:40.459659
     28 | quantification                                                                                            | ok      |      556887701 |         5 |      26.0000000 |  1.0000000 |                      | 2022-03-15 22:58:52.418896
     29 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-03-16 21:57:13.801222
     33 | ashlar                                                                                                    | ok      |      244154638 |        10 |      44.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.362066
     34 | unmicst                                                                                                   | ok      |      427856905 |         1 |     176.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.441116
     37 | scimap_mcmicro_to_anndata                                                                                 | ok      |        4236996 |         1 |       3.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.686868
     39 | vitessce_spatial                                                                                          | paused  |      470867039 |         3 |                 |            |                      | 2022-03-16 22:02:52.832752
     32 | basic_illumination                                                                                        | ok      |       66638603 |         1 |      48.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.189846
     30 | basic_illumination                                                                                        | ok      |       66638807 |         1 |      49.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.189835
     44 | ludwig_train                                                                                              | error   |      570637816 |         2 |    1337.0000000 |  1.0000000 |                      | 2022-03-18 04:54:17.149783
     45 | ludwig_train                                                                                              | error   |              0 |         2 |       3.0000000 |  1.0000000 |                      | 2022-03-18 16:14:30.184616
     47 | ludwig_train                                                                                              | error   |              0 |         2 |      11.0000000 |  1.0000000 |                      | 2022-03-18 17:04:19.551369
     60 | vitessce_spatial                                                                                          | error   |              0 |         2 |       2.0000000 |  1.0000000 |                      | 2022-03-25 06:25:03.010074
     80 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-01 00:05:04.462422
    102 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 20:35:46.185635
    109 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 21:58:09.843196
     36 | quantification                                                                                            | ok      |      556887701 |         5 |      29.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.61002
     38 | scimap_phenotyping                                                                                        | error   |        1814566 |         2 |       9.0000000 |  1.0000000 |                      | 2022-03-16 22:02:52.75667
     43 | upload1                                                                                                   | ok      |                |           |     105.0000000 |  1.0000000 |                      | 2022-03-18 04:51:03.333422
     46 | ludwig_train                                                                                              | error   |              0 |         2 |      11.0000000 |  1.0000000 |                      | 2022-03-18 16:31:58.797244
     92 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 18:15:04.618959
     48 | ludwig_train                                                                                              | deleted |              0 |         2 |                 |            |                      | 2022-03-18 17:28:14.334823
     94 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 18:46:24.840799
    103 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 20:43:14.096442
    111 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 22:19:50.836482
    123 | scimap_phenotyping                                                                                        | deleted |           1909 |         2 |                 |            |                      | 2022-04-05 17:08:10.56006
    118 | ashlar                                                                                                    | deleted |      199916600 |         4 |                 |            |                      | 2022-04-05 17:08:10.116975
    129 | unmicst                                                                                                   | paused  |       22119019 |         1 |                 |            |                      | 2022-04-05 17:16:43.773716
    131 | quantification                                                                                            | paused  |       88476472 |         5 |                 |            |                      | 2022-04-05 17:16:43.927343
    133 | scimap_phenotyping                                                                                        | paused  |      427858814 |         2 |                 |            |                      | 2022-04-05 17:16:44.05993
    193 | __DATA_FETCH__                                                                                            | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-06 18:18:14.912885
    371 | mesmer                                                                                                    | error   |          72092 |         1 |                 |            |                      | 2022-05-03 23:37:24.776006
     49 | ludwig_train                                                                                              | ok      |              0 |         2 |     711.0000000 |  1.0000000 |                      | 2022-03-18 17:56:07.145882
     50 | unmicst                                                                                                   | ok      |      427856905 |         1 |     174.0000000 |  1.0000000 |                      | 2022-03-18 19:38:28.017681
     62 | vitessce_spatial                                                                                          | error   |              0 |         2 |       2.0000000 |  1.0000000 |                      | 2022-03-25 06:42:29.983279
     95 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 19:25:01.539291
     97 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 19:44:37.731663
    110 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 22:05:06.961794
     81 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 16:28:45.302806
     91 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 18:07:55.639287
     87 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 17:09:41.558205
    104 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 21:03:19.047228
    108 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 21:49:36.656023
    144 | basic_illumination                                                                                        | ok      |       66638807 |         1 |      49.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.421863
    305 | mesmer                                                                                                    | error   |      577607167 |         1 |                 |            |                      | 2022-05-03 23:37:24.775727
     51 | ludwig_train                                                                                              | ok      |              0 |         2 |     739.0000000 |  1.0000000 |                      | 2022-03-21 21:44:52.193416
     53 | upload1                                                                                                   | ok      |                |           |      32.0000000 |  1.0000000 |                      | 2022-03-25 01:45:01.248768
     52 | upload1                                                                                                   | ok      |                |           |     416.0000000 |  1.0000000 |                      | 2022-03-25 01:45:01.086816
     55 | vitessce_spatial                                                                                          | error   |              0 |         2 |       2.0000000 |  1.0000000 |                      | 2022-03-25 05:43:15.714853
     78 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-03-31 23:54:17.12577
     88 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 17:19:00.685116
     79 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-01 00:01:31.446969
     54 | vitessce_spatial                                                                                          | error   |              0 |         1 |       3.0000000 |  1.0000000 |                      | 2022-03-25 05:30:44.014117
     56 | vitessce_spatial                                                                                          | error   |              0 |         2 |       3.0000000 |  1.0000000 |                      | 2022-03-25 05:48:11.25406
     57 | vitessce_spatial                                                                                          | error   |              0 |         2 |       2.0000000 |  1.0000000 |                      | 2022-03-25 05:52:29.25732
     58 | vitessce_spatial                                                                                          | error   |              0 |         2 |       2.0000000 |  1.0000000 |                      | 2022-03-25 05:55:15.571748
     82 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 16:39:17.929428
     59 | vitessce_spatial                                                                                          | error   |              0 |         2 |       3.0000000 |  1.0000000 |                      | 2022-03-25 06:20:24.717166
     61 | vitessce_spatial                                                                                          | error   |              0 |         2 |       2.0000000 |  1.0000000 |                      | 2022-03-25 06:26:15.305217
     85 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 17:00:14.681305
     84 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 16:56:38.955199
    112 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 22:28:05.136641
     63 | vitessce_spatial                                                                                          | ok      |              0 |         2 |      76.0000000 |  1.0000000 |                      | 2022-03-25 06:57:01.799688
     83 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 16:55:01.036059
     93 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 18:39:01.20745
     99 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 20:21:46.946425
    113 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 22:28:52.210286
    336 | mesmer                                                                                                    | error   |      577607167 |         1 |                 |            |                      | 2022-05-03 23:37:24.775859
     64 | vitessce_spatial                                                                                          | ok      |              0 |         2 |      76.0000000 |  1.0000000 |                      | 2022-03-25 16:33:53.881063
     65 | __SET_METADATA__                                                                                          | ok      |              0 |         1 |       4.0000000 |  1.0000000 |                      | 2022-03-25 16:53:08.857815
     66 | __SET_METADATA__                                                                                          | ok      |              0 |         1 |       4.0000000 |  1.0000000 |                      | 2022-03-25 16:53:54.017731
     67 | __SET_METADATA__                                                                                          | ok      |              0 |         1 |       4.0000000 |  1.0000000 |                      | 2022-03-25 16:53:55.450836
     68 | __SET_METADATA__                                                                                          | ok      |              0 |         1 |       3.0000000 |  1.0000000 |                      | 2022-03-25 16:54:22.383655
     69 | ludwig_render_config                                                                                      | ok      |                |           |       3.0000000 |  1.0000000 |                      | 2022-03-29 06:29:01.675552
     86 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 17:06:06.936553
     98 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 20:15:57.478981
    105 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-04-04 21:21:33.501358
    114 | __DATA_FETCH__                                                                                            | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-04-05 16:40:12.893401
     70 | quantification                                                                                            | ok      |           2892 |         5 |      25.0000000 |  1.0000000 |                      | 2022-03-29 21:44:21.468664
     71 | http_min                                                                                                  | error   |                |           |       3.0000000 |  1.0000000 |                      | 2022-03-31 22:51:21.209985
     72 | http_min                                                                                                  | error   |                |           |       3.0000000 |  1.0000000 |                      | 2022-03-31 23:25:19.292647
     73 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-03-31 23:31:24.320172
     74 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-03-31 23:34:15.179212
     75 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-03-31 23:42:24.199004
     76 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-03-31 23:49:28.796549
     77 | http_min                                                                                                  | deleted |                |           |                 |            |                      | 2022-03-31 23:50:05.303797
     96 | http_min                                                                                                  | error   |                |           |                 |            |                      | 2022-04-04 19:32:30.886753
    116 | basic_illumination                                                                                        | error   |       66638794 |         1 |                 |            |                      | 2022-04-05 17:08:09.916802
    117 | basic_illumination                                                                                        | error   |       66638603 |         1 |                 |            |                      | 2022-04-05 17:08:09.916806
    115 | basic_illumination                                                                                        | ok      |       66638807 |         1 |      53.0000000 |  1.0000000 |                      | 2022-04-05 17:08:09.916794
    127 | basic_illumination                                                                                        | error   |       66638603 |         1 |                 |            |                      | 2022-04-05 17:16:43.555918
    125 | basic_illumination                                                                                        | ok      |       66638807 |         1 |      49.0000000 |  1.0000000 |                      | 2022-04-05 17:16:43.555905
    126 | basic_illumination                                                                                        | ok      |       66638794 |         1 |      56.0000000 |  1.0000000 |                      | 2022-04-05 17:16:43.555914
    135 | basic_illumination                                                                                        | error   |       66638807 |         1 |                 |            |                      | 2022-04-05 17:37:54.407934
    136 | basic_illumination                                                                                        | error   |       66638794 |         1 |                 |            |                      | 2022-04-05 17:37:54.407942
    137 | basic_illumination                                                                                        | ok      |       66638603 |         1 |      53.0000000 |  1.0000000 |                      | 2022-04-05 17:37:54.407947
    140 | basic_illumination                                                                                        | error   |       66638603 |         1 |                 |            |                      | 2022-04-05 17:57:21.956375
    141 | basic_illumination                                                                                        | ok      |       66638807 |         1 |      48.0000000 |  1.0000000 |                      | 2022-04-05 18:05:00.961153
    139 | basic_illumination                                                                                        | error   |       66638794 |         1 |                 |            |                      | 2022-04-05 17:57:21.95637
    138 | basic_illumination                                                                                        | error   |       66638807 |         1 |                 |            |                      | 2022-04-05 17:57:21.956362
    142 | basic_illumination                                                                                        | ok      |       66638794 |         1 |      47.0000000 |  1.0000000 |                      | 2022-04-05 18:05:00.961162
    143 | basic_illumination                                                                                        | ok      |       66638603 |         1 |      50.0000000 |  1.0000000 |                      | 2022-04-05 18:05:00.961166
    146 | basic_illumination                                                                                        | ok      |       66638603 |         1 |      48.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.421875
    145 | basic_illumination                                                                                        | ok      |       66638794 |         1 |      51.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.42187
    153 | vitessce_spatial                                                                                          | error   |      688110130 |         3 |                 |            |                      | 2022-04-05 19:05:08.06421
    157 | basic_illumination                                                                                        | ok      |       22119019 |         1 |      55.0000000 |  1.0000000 |                      | 2022-04-05 20:40:02.193374
    165 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.62754
    166 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.748446
    188 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:23.198141
    147 | ashlar                                                                                                    | ok      |      444100440 |        10 |      42.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.602609
    160 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.06866
    162 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.288755
    184 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:22.49553
    186 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:22.827708
    148 | unmicst                                                                                                   | ok      |       22119019 |         1 |     175.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.690917
    150 | quantification                                                                                            | ok      |      710229958 |         5 |      25.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.859455
    170 | upload1                                                                                                   | ok      |                |           |       8.0000000 |  1.0000000 |                      | 2022-04-05 21:22:20.490341
    174 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:20.974384
    175 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:21.093583
    185 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:22.655229
    149 | s3segmenter                                                                                               | ok      |       44238038 |         2 |      59.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.76815
    152 | scimap_phenotyping                                                                                        | error   |      332997175 |         2 |       7.0000000 |  1.0000000 |                      | 2022-04-05 19:05:07.990832
    154 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-04-05 20:38:31.697473
    155 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-04-05 20:38:31.842658
    156 | upload1                                                                                                   | ok      |                |           |       6.0000000 |  1.0000000 |                      | 2022-04-05 20:38:31.98031
    161 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.180843
    164 | upload1                                                                                                   | ok      |                |           |      12.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.518464
    167 | upload1                                                                                                   | ok      |                |           |      10.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.864874
    158 | basic_illumination                                                                                        | ok      |       22119019 |         1 |      55.0000000 |  1.0000000 |                      | 2022-04-05 20:40:02.193381
    163 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.403402
    169 | upload1                                                                                                   | ok      |                |           |       9.0000000 |  1.0000000 |                      | 2022-04-05 21:21:18.086908
    171 | upload1                                                                                                   | ok      |                |           |       8.0000000 |  1.0000000 |                      | 2022-04-05 21:22:20.606666
    172 | upload1                                                                                                   | ok      |                |           |       8.0000000 |  1.0000000 |                      | 2022-04-05 21:22:20.724481
    173 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:20.838306
    159 | basic_illumination                                                                                        | ok      |       22119019 |         1 |      53.0000000 |  1.0000000 |                      | 2022-04-05 20:40:02.193386
    168 | upload1                                                                                                   | ok      |                |           |      11.0000000 |  1.0000000 |                      | 2022-04-05 21:21:17.975242
    177 | upload1                                                                                                   | ok      |                |           |       7.0000000 |  1.0000000 |                      | 2022-04-05 21:22:21.324872
